Date,Up
7/2/2018,-342.664
7/3/2018,-346.671
7/4/2018,-339.885
7/5/2018,-344.751
7/6/2018,-346.275
7/7/2018,-344.1
7/8/2018,-345.364
7/9/2018,-343.672
7/10/2018,-343.473
7/11/2018,-345.61
7/12/2018,-351.608
7/13/2018,-358.196
7/14/2018,-350.181
7/15/2018,-359.245
7/16/2018,-348.582
7/17/2018,-359.282
7/18/2018,-352.513
7/19/2018,-352.367
7/20/2018,-354.863
7/21/2018,-353.108
7/22/2018,-354.999
7/23/2018,-354.909
7/24/2018,-357.984
7/25/2018,-351.562
7/26/2018,-362.961
7/27/2018,-354.985
7/28/2018,-372.738
7/29/2018,-363.947
7/30/2018,-359.773
7/31/2018,-360.236
8/1/2018,-356.343
8/2/2018,-365.25
8/3/2018,-360.378
8/4/2018,-368.362
8/5/2018,-361.538
8/6/2018,-361.356
8/7/2018,-357.256
8/8/2018,-370.739
8/9/2018,-374.631
8/10/2018,-363.568
8/11/2018,-371.406
8/12/2018,-363.263
8/13/2018,-376.139
8/14/2018,-372.103
8/15/2018,-368.322
8/16/2018,-375.984
8/17/2018,-372.573
8/18/2018,-367.112
8/19/2018,-362.936
8/20/2018,-366.057
8/21/2018,-364.375
8/22/2018,-378.294
8/23/2018,-369.579
8/24/2018,-375.299
8/25/2018,-367.861
8/26/2018,-376.121
8/27/2018,-379.251
8/28/2018,-370.148
8/29/2018,-373.925
8/30/2018,-374.19
8/31/2018,-374.206
9/1/2018,-372.812
9/2/2018,-371.778
9/3/2018,-373.873
9/4/2018,-384.204
9/5/2018,-380.414
9/6/2018,-376.097
9/7/2018,-382.126
9/8/2018,-379.017
9/9/2018,-385.682
9/10/2018,-371.22
9/11/2018,-378.571
9/12/2018,-372.323
9/13/2018,-386.3
9/14/2018,-377.75
9/15/2018,-382.575
9/16/2018,-387.686
9/17/2018,-382.723
9/18/2018,-366.354
9/19/2018,-371.311
9/20/2018,-387.612
9/21/2018,-377.859
9/22/2018,-383.657
9/23/2018,-377.633
9/24/2018,-388.708
9/25/2018,-387.736
9/26/2018,-386.237
9/27/2018,-384.586
9/28/2018,-383.729
9/29/2018,-384.479
9/30/2018,-390.195
10/1/2018,-393.736
10/2/2018,-386.525
10/3/2018,-383.967
10/4/2018,-392.341
10/5/2018,-377.173
10/6/2018,-388.585
10/7/2018,-391.206
10/8/2018,-377.902
10/9/2018,-389.734
10/10/2018,-380.681
10/11/2018,-391.117
10/12/2018,-387.791
10/13/2018,-381.257
10/14/2018,-389.501
10/15/2018,-391.713
10/16/2018,-391.091
10/17/2018,-390.538
10/18/2018,-389.305
10/19/2018,-387.968
10/20/2018,-387.857
10/21/2018,-395.307
10/22/2018,-390.247
10/23/2018,-390.119
10/24/2018,-389.09
10/25/2018,-398.187
10/26/2018,-405.839
10/27/2018,-396.456
10/28/2018,-403.594
10/29/2018,-400.695
10/30/2018,-393.682
10/31/2018,-399.61
11/1/2018,-383.206
11/2/2018,-386.323
11/3/2018,-393.835
11/4/2018,-388.743
11/5/2018,-401.204
11/6/2018,-395.141
11/7/2018,-395.691
11/8/2018,-391.601
11/9/2018,-393.496
11/10/2018,-392.974
11/11/2018,-402.614
11/12/2018,-395.163
11/13/2018,-393.252
11/14/2018,-380.419
11/15/2018,-387.161
11/16/2018,-389.045
11/17/2018,-400.596
11/18/2018,-392.87
11/19/2018,-390.656
11/20/2018,-385.626
11/21/2018,-392.747
11/22/2018,-394.603
11/23/2018,-396.58
11/24/2018,-398.074
11/25/2018,-395.735
11/26/2018,-400.795
11/27/2018,-405.502
11/28/2018,-400.87
11/29/2018,-403.135
11/30/2018,-399.686
12/1/2018,-395.668
12/2/2018,-393.615
12/3/2018,-398.124
12/4/2018,-398.59
12/5/2018,-390.778
12/6/2018,-396.551
12/8/2018,-401.724
12/9/2018,-396.308
12/10/2018,-400.493
12/11/2018,-403.165
12/13/2018,-401.235
12/14/2018,-394.939
12/15/2018,-405.292
12/16/2018,-397.652
12/17/2018,-405.206
12/18/2018,-399.215
12/20/2018,-409.792
12/21/2018,-405.046
12/22/2018,-403.201
12/23/2018,-400.741
12/25/2018,-400.016
12/26/2018,-404.837
12/27/2018,-401.159
12/28/2018,-403.831
12/29/2018,-409.517
12/30/2018,-406.968
12/31/2018,-413.579
1/1/2019,-410.188
1/2/2019,-408.604
1/3/2019,-407.1
1/4/2019,-415.404
1/5/2019,-410.446
1/6/2019,-415.275
1/7/2019,-413.106
1/8/2019,-412.309
1/9/2019,-407.567
1/10/2019,-413.321
1/11/2019,-406.544
1/12/2019,-415.304
1/13/2019,-410.897
1/14/2019,-412.115
1/15/2019,-418.482
1/16/2019,-414.444
1/17/2019,-414.894
1/18/2019,-415.735
1/19/2019,-419.365
1/20/2019,-420.403
1/21/2019,-420.744
1/22/2019,-411.53
1/23/2019,-419.02
1/24/2019,-418.447
1/25/2019,-423.317
1/26/2019,-434.61
1/27/2019,-423.084
1/28/2019,-420.468
1/29/2019,-422.564
1/30/2019,-424.867
1/31/2019,-429.222
2/1/2019,-430.676
2/2/2019,-433.861
2/3/2019,-426.479
2/4/2019,-421.217
2/5/2019,-421.231
2/6/2019,-414.937
2/7/2019,-425.575
2/8/2019,-420.243
2/9/2019,-418.321
2/10/2019,-421.324
2/11/2019,-419.414
2/12/2019,-428.503
2/13/2019,-428.929
2/14/2019,-426.353
2/15/2019,-420.344
2/16/2019,-424.573
2/17/2019,-422.028
2/18/2019,-420.867
2/19/2019,-430.597
2/20/2019,-426.677
2/21/2019,-428.727
2/22/2019,-434.14
2/23/2019,-416.014
2/24/2019,-429.138
2/25/2019,-428.452
2/26/2019,-426.392
2/27/2019,-418.35
2/28/2019,-417.348
3/1/2019,-420.93
3/2/2019,-421.378
3/3/2019,-424.208
3/4/2019,-418.775
3/5/2019,-420.795
3/6/2019,-424.86
3/7/2019,-425.574
3/8/2019,-425.717
3/9/2019,-423.159
3/10/2019,-435.094
3/11/2019,-425.756
3/12/2019,-436.664
3/13/2019,-426.887
3/14/2019,-435.795
3/15/2019,-443.62
3/16/2019,-434.654
3/17/2019,-424.646
3/18/2019,-428.663
3/19/2019,-443.463
3/20/2019,-432.809
3/21/2019,-435.139
3/22/2019,-421.376
3/23/2019,-430.997
3/24/2019,-435.486
3/25/2019,-451.235
3/26/2019,-434.892
3/27/2019,-430.991
3/28/2019,-433.091
3/29/2019,-433.199
3/30/2019,-443.594
3/31/2019,-447.14
4/1/2019,-421.185
4/2/2019,-425.926
4/3/2019,-440.484
4/4/2019,-431.901
4/5/2019,-441.276
4/6/2019,-440.056
4/7/2019,-433.919
4/8/2019,-438.64
4/9/2019,-439.556
4/10/2019,-452.353
4/11/2019,-447.74
4/12/2019,-441.311
4/13/2019,-434.18
4/14/2019,-435.1
4/15/2019,-441.736
4/16/2019,-438.456
4/17/2019,-450.5
4/18/2019,-440.345
4/19/2019,-433.722
4/20/2019,-447.923
4/21/2019,-445.83
4/22/2019,-438.949
4/23/2019,-439.481
4/24/2019,-441.432
4/25/2019,-450.108
4/26/2019,-442.798
4/27/2019,-460.813
4/28/2019,-443.835
4/29/2019,-456.644
4/30/2019,-437.211
5/1/2019,-433.761
5/2/2019,-451.556
5/3/2019,-444.531
5/4/2019,-452.876
5/5/2019,-457.791
5/6/2019,-457.382
5/7/2019,-457.513
5/8/2019,-440.922
5/9/2019,-442.068
5/10/2019,-441.095
5/11/2019,-457.134
5/12/2019,-440.951
5/13/2019,-446.802
5/14/2019,-453.023
5/15/2019,-458.897
5/16/2019,-443.534
5/17/2019,-442.581
5/18/2019,-460.684
5/19/2019,-461.809
5/20/2019,-447.842
5/21/2019,-455.609
5/22/2019,-449.911
5/23/2019,-465.072
5/24/2019,-456.881
5/25/2019,-459.349
5/26/2019,-475.385
5/27/2019,-456.688
5/28/2019,-452.592
5/29/2019,-454.134
5/30/2019,-443.606
5/31/2019,-463.423
6/1/2019,-453.306
6/2/2019,-450.979
6/3/2019,-447.843
6/4/2019,-465.263
6/5/2019,-468.232
6/6/2019,-463.037
6/7/2019,-463.832
6/8/2019,-474.987
6/9/2019,-459.013
6/10/2019,-460.479
6/11/2019,-450.287
6/12/2019,-461.104
6/13/2019,-468.616
6/14/2019,-449.844
6/15/2019,-464.702
6/16/2019,-470.949
6/17/2019,-445.445
6/18/2019,-453.073
6/19/2019,-468.461
6/20/2019,-469.941
6/21/2019,-477.671
6/22/2019,-466.429
6/23/2019,-475.341
6/24/2019,-474.045
6/25/2019,-477.032
6/26/2019,-480.166
6/27/2019,-460.128
6/28/2019,-463.607
6/29/2019,-479.034
6/30/2019,-474.119
7/1/2019,-470.71
7/2/2019,-488.543
7/3/2019,-479.428
7/4/2019,-479.592
7/5/2019,-475.982
7/6/2019,-481.06
7/7/2019,-473.598
7/8/2019,-484.87
7/9/2019,-476.541
7/10/2019,-478.783
7/11/2019,-465.859
7/12/2019,-483.23
7/13/2019,-490.767
7/14/2019,-475.902
7/15/2019,-471.331
7/16/2019,-484.431
7/17/2019,-485.032
7/18/2019,-486.706
7/19/2019,-496.905
7/20/2019,-503.016
7/21/2019,-496.805
7/22/2019,-490.467
7/23/2019,-485.746
7/24/2019,-493.384
7/25/2019,-486.667
7/26/2019,-490.215
7/27/2019,-494.452
7/28/2019,-491.389
7/29/2019,-496.599
7/30/2019,-499.361
7/31/2019,-500.659
8/1/2019,-496.934
8/2/2019,-495.888
8/3/2019,-493.636
8/4/2019,-489.662
8/5/2019,-489.224
8/6/2019,-496.311
8/7/2019,-492.988
8/8/2019,-509.158
8/9/2019,-503.801
8/10/2019,-507.075
8/11/2019,-507.306
8/12/2019,-494.098
8/13/2019,-507.15
8/14/2019,-501.976
8/15/2019,-502.906
8/16/2019,-504.826
8/17/2019,-502.52
8/18/2019,-508.404
8/19/2019,-511.553
8/20/2019,-505.268
8/21/2019,-510.726
8/22/2019,-513.802
8/23/2019,-504.359
8/24/2019,-513.949
8/25/2019,-509.954
8/26/2019,-510.144
8/27/2019,-506.52
8/28/2019,-508.637
8/29/2019,-517.081
8/30/2019,-503.447
8/31/2019,-499.833
9/1/2019,-511.292
9/2/2019,-507.762
9/3/2019,-518.182
9/4/2019,-508.274
9/5/2019,-510.598
9/6/2019,-511.883
9/7/2019,-498.941
9/8/2019,-519.725
9/9/2019,-511.397
9/10/2019,-507.95
9/11/2019,-518.103
9/12/2019,-513.912
9/13/2019,-519.854
9/14/2019,-518.229
9/15/2019,-515.155
9/16/2019,-518.643
9/17/2019,-516.051
9/18/2019,-516.757
9/19/2019,-512.917
9/20/2019,-520.352
9/21/2019,-521.804
9/22/2019,-523.746
9/23/2019,-532.524
9/24/2019,-509.909
9/25/2019,-528.895
9/26/2019,-526.445
9/27/2019,-525.053
9/28/2019,-524.155
9/29/2019,-528.206
9/30/2019,-529.841
10/1/2019,-533.223
10/2/2019,-537.54
10/3/2019,-547.999
10/4/2019,-528.208
10/5/2019,-533.052
10/6/2019,-531.848
10/7/2019,-538.773
10/8/2019,-521.405
10/9/2019,-531.648
10/10/2019,-531.08
10/11/2019,-528.846
10/12/2019,-533.592
10/13/2019,-545.005
10/14/2019,-544.134
10/15/2019,-538.09
10/16/2019,-526.965
10/17/2019,-531.266
10/18/2019,-524.916
10/19/2019,-535.765
10/20/2019,-532.367
10/21/2019,-525.341
10/22/2019,-530.327
10/23/2019,-525.869
10/24/2019,-538.61
10/25/2019,-533.159
10/26/2019,-539.853
10/27/2019,-531.251
10/28/2019,-535.321
10/29/2019,-531.722
10/30/2019,-534.347
10/31/2019,-532.522
11/1/2019,-541.272
11/2/2019,-535.788
11/3/2019,-542.247
11/4/2019,-530.02
11/5/2019,-533.222
11/6/2019,-538.184
11/7/2019,-533.087
11/8/2019,-533.196
11/9/2019,-543.31
11/10/2019,-534.839
11/11/2019,-536.639
11/12/2019,-539.45
11/13/2019,-537.677
11/14/2019,-541.422
11/15/2019,-535.893
11/16/2019,-548.044
11/17/2019,-536.825
11/18/2019,-538.546
11/19/2019,-545.117
11/20/2019,-539.12
11/21/2019,-539.396
11/22/2019,-543.341
11/23/2019,-546.286
11/24/2019,-545.582
11/25/2019,-551.635
11/26/2019,-544.137
11/27/2019,-544.796
11/28/2019,-542.071
11/29/2019,-541.474
11/30/2019,-538.77
12/1/2019,-549.547
12/2/2019,-543.873
12/3/2019,-547.736
12/4/2019,-549.292
12/5/2019,-556.766
12/6/2019,-553.6
12/7/2019,-546.545
12/8/2019,-550.094
12/9/2019,-551.012
12/10/2019,-548.015
12/11/2019,-551.292
11/27/2021,-819.598
11/28/2021,-817.869
11/29/2021,-808.307
12/5/2021,-817.008
12/6/2021,-817.89
12/7/2021,-817.749
12/8/2021,-831.78
12/9/2021,-825.474
12/10/2021,-821.841
12/11/2021,-822.83
12/12/2021,-826.684
12/13/2021,-822.827
12/14/2021,-822.074
12/15/2021,-816.05
12/16/2021,-824.999
12/17/2021,-827.274
12/18/2021,-829.232
12/19/2021,-826.541
12/21/2021,-825.416
12/22/2021,-821.122
12/23/2021,-822.118
12/24/2021,-823.411
12/25/2021,-825.343
12/26/2021,-826.437
12/27/2021,-830.51
12/28/2021,-828.418
12/29/2021,-819.617
12/30/2021,-828.603
12/31/2021,-826.226
1/1/2022,-823.498
1/2/2022,-829.111
1/3/2022,-818.28
1/4/2022,-818.754
1/5/2022,-825.873
1/6/2022,-824.259
1/7/2022,-827.284
1/8/2022,-832.215
1/9/2022,-824.749
1/10/2022,-825.517
1/11/2022,-836.609
1/12/2022,-815.322
1/13/2022,-834.983
1/14/2022,-830.232
1/15/2022,-827.306
1/16/2022,-827.539
1/17/2022,-830.248
1/18/2022,-838.929
1/19/2022,-829.389
1/20/2022,-824.256
1/21/2022,-825.322
1/22/2022,-826.882
1/23/2022,-830.772
1/24/2022,-830.137
1/25/2022,-829.55
1/26/2022,-826.474
1/27/2022,-830.156
1/28/2022,-832.826
1/29/2022,-835.192
1/30/2022,-838.432
1/31/2022,-831.812
2/1/2022,-821.018
2/2/2022,-827.373
2/3/2022,-834.006
2/4/2022,-834.748
2/5/2022,-827.764
2/6/2022,-840.314
2/7/2022,-838.337
2/8/2022,-838.681
2/10/2022,-839.856
2/11/2022,-833.923
2/12/2022,-833.76
2/13/2022,-832.61
2/14/2022,-836.971
2/15/2022,-835.067
2/16/2022,-824.118
2/17/2022,-829.581
2/18/2022,-831.3
2/19/2022,-824.555
2/20/2022,-839.164
2/21/2022,-834.654
2/23/2022,-847.798
2/24/2022,-835.515
2/25/2022,-837.991
2/26/2022,-834.452
2/27/2022,-833.471
2/28/2022,-847.165
3/1/2022,-848.352
3/2/2022,-841.552
3/3/2022,-834.314
3/4/2022,-838.6
3/5/2022,-843.932
3/6/2022,-847.548
3/7/2022,-845.371
3/8/2022,-853.843
3/9/2022,-845.144
3/10/2022,-850.476
3/11/2022,-843.051
3/12/2022,-840.259
3/13/2022,-844.09
3/14/2022,-847.425
3/15/2022,-847.117
3/16/2022,-844.32
3/17/2022,-835.926
3/18/2022,-850.399
3/19/2022,-844.786
3/20/2022,-852.054
3/21/2022,-840.192
3/22/2022,-841.586
3/23/2022,-838.751
3/24/2022,-844.382
3/25/2022,-845.607
3/26/2022,-850.839
3/27/2022,-845.904
3/28/2022,-845.196
3/29/2022,-854.935
3/30/2022,-849.629
3/31/2022,-851.571
4/1/2022,-848.701
4/2/2022,-861.869
4/3/2022,-844.807
4/4/2022,-846.407
4/5/2022,-854.057
4/6/2022,-859.285
4/7/2022,-857.474
4/8/2022,-844.669
4/9/2022,-848.213
4/10/2022,-844.159
4/11/2022,-861.846
4/12/2022,-863.438
4/13/2022,-845.262
4/14/2022,-850.994
4/15/2022,-853.964
4/16/2022,-854.789
4/17/2022,-853.183
4/18/2022,-858.011
4/19/2022,-843.821
4/20/2022,-856.873
4/21/2022,-859.132
4/22/2022,-840.511
4/23/2022,-856.693
4/24/2022,-852.29
4/25/2022,-857.887
4/26/2022,-859.906
4/27/2022,-845.293
4/28/2022,-870.021
4/29/2022,-856.859
4/30/2022,-869.786
5/1/2022,-864.349
5/2/2022,-875.064
5/3/2022,-865.92
5/4/2022,-862.816
5/5/2022,-863.734
5/6/2022,-874.811
5/7/2022,-870.031
5/8/2022,-875.947
5/9/2022,-866.806
5/10/2022,-866.314
5/11/2022,-865.949
5/12/2022,-871.624
5/13/2022,-872.281
5/14/2022,-855.856
5/15/2022,-867.885
5/16/2022,-862.084
5/17/2022,-859.118
5/18/2022,-873.812
5/19/2022,-860.076
5/20/2022,-864.215
5/21/2022,-865.432
5/22/2022,-863.333
5/23/2022,-873.442
5/24/2022,-880.681
5/25/2022,-868.654
5/26/2022,-867.427
5/27/2022,-877.775
5/28/2022,-880.624
5/29/2022,-871.191
5/30/2022,-883.12
5/31/2022,-879.995
6/1/2022,-885.42
6/2/2022,-880.303
6/3/2022,-861.621
6/4/2022,-869.619
6/5/2022,-877.305
6/6/2022,-882.285
6/7/2022,-875.292
6/8/2022,-887.397
6/9/2022,-893.547
6/10/2022,-881.673
6/11/2022,-885.636
6/12/2022,-878.352
6/13/2022,-883.108
6/14/2022,-887.651
6/15/2022,-881.144
6/16/2022,-892.995
6/17/2022,-889.525
6/18/2022,-895.44
6/19/2022,-887.615
6/20/2022,-881.564
6/21/2022,-896.024
6/22/2022,-887.875
6/23/2022,-893.877
6/24/2022,-891.306
6/25/2022,-883.498
6/26/2022,-902.766
6/27/2022,-900.806
6/28/2022,-913.094
6/29/2022,-888.514
6/30/2022,-900.406
7/1/2022,-905.735
7/2/2022,-891.804
7/3/2022,-888.528
7/4/2022,-892.918
7/5/2022,-890.621
7/6/2022,-891.432
7/7/2022,-898.562
7/8/2022,-885.42
7/9/2022,-899.315
7/10/2022,-920.985
7/11/2022,-900.245
7/12/2022,-904.225
7/13/2022,-896.755
7/14/2022,-904.097
7/15/2022,-917.402
7/16/2022,-898.074
7/17/2022,-918.444
7/18/2022,-902.754
7/19/2022,-896.403
7/20/2022,-893.012
7/21/2022,-910.815
7/22/2022,-896.356
7/23/2022,-900.66
7/24/2022,-906.571
7/25/2022,-908.2
7/26/2022,-912.982
7/27/2022,-906.046
7/28/2022,-911.495
7/29/2022,-911.36
7/30/2022,-909.919
7/31/2022,-904.381
8/1/2022,-916.688
8/2/2022,-919.982
8/3/2022,-911.558
8/4/2022,-913.811
8/5/2022,-927.795
8/6/2022,-911.825
8/7/2022,-922.648
8/8/2022,-921.019
8/9/2022,-909.191
8/10/2022,-927.642
8/11/2022,-927.561
8/12/2022,-924.121
8/13/2022,-923.174
8/14/2022,-921.468
8/15/2022,-920.589
8/16/2022,-922.264
8/17/2022,-923.243
8/18/2022,-926.113
8/19/2022,-927.484
8/20/2022,-935.031
8/21/2022,-923.682
8/22/2022,-922.867
8/23/2022,-933.612
8/24/2022,-935.163
8/25/2022,-931.55
8/26/2022,-937.345
8/27/2022,-927.871
8/28/2022,-936.719
8/29/2022,-936.074
8/30/2022,-937.47
8/31/2022,-936.867
9/1/2022,-928.856
9/2/2022,-932.504
9/3/2022,-931.328
9/4/2022,-943.615
9/5/2022,-933.38
9/6/2022,-926.743
9/7/2022,-940.659
9/8/2022,-941.305
9/9/2022,-935.685
9/10/2022,-934.149
9/11/2022,-939.86
9/12/2022,-945.062
9/13/2022,-943.044
9/14/2022,-934.301
9/15/2022,-944.762
9/16/2022,-943.592
9/17/2022,-949.238
9/18/2022,-947.485
9/19/2022,-951.538
9/20/2022,-952.144
9/21/2022,-946.816
9/22/2022,-944.671
9/23/2022,-961.318
9/24/2022,-954.37
9/25/2022,-955.173
9/26/2022,-946.228
9/27/2022,-954.415
9/28/2022,-958.637
9/29/2022,-944.511
9/30/2022,-946.673
10/1/2022,-955.855
10/2/2022,-942.557
10/3/2022,-950.816
10/4/2022,-959.588
10/5/2022,-948.888
10/6/2022,-955.603
10/7/2022,-956.147
10/8/2022,-955.262
10/9/2022,-950.19
10/10/2022,-955.872
10/11/2022,-954.645
10/12/2022,-965.249
10/13/2022,-968.963
10/14/2022,-965.736
10/15/2022,-970.093
10/16/2022,-950.992
10/17/2022,-963.794
10/18/2022,-965.832
10/19/2022,-970.972
10/20/2022,-961.503
10/21/2022,-962.346
10/22/2022,-960.371
10/23/2022,-963.455
10/24/2022,-967.851
10/25/2022,-959.824
10/26/2022,-964.611
10/27/2022,-965.368
10/28/2022,-968.729
10/29/2022,-969.723
10/30/2022,-970.315
10/31/2022,-965.147
11/1/2022,-967.356
11/2/2022,-964.078
11/3/2022,-965.321
11/4/2022,-966.608
11/5/2022,-966.504
11/6/2022,-964.539
11/7/2022,-960.812
11/8/2022,-958.497
11/9/2022,-971.221
11/10/2022,-973.093
11/11/2022,-965.62
11/12/2022,-965.025
11/13/2022,-962.602
11/14/2022,-965.59
11/15/2022,-973.478
11/16/2022,-961.112
11/17/2022,-966.741
11/18/2022,-964.538
11/19/2022,-964.597
11/20/2022,-968.026
11/21/2022,-971.417
11/22/2022,-961.215
11/23/2022,-965.045
11/24/2022,-963.93
11/25/2022,-970.349
11/26/2022,-971.93
11/27/2022,-966.635
11/28/2022,-967.965
11/29/2022,-969.503
11/30/2022,-966.906
12/1/2022,-970.028
12/2/2022,-979.208
12/3/2022,-972.347
12/4/2022,-966.309
12/5/2022,-965.334
12/6/2022,-970.472
12/7/2022,-971.076
12/8/2022,-977.157
12/9/2022,-972.487
12/10/2022,-975.095
12/11/2022,-975.795
12/12/2022,-966.697
12/13/2022,-971.082
12/14/2022,-981.732
12/15/2022,-963.328
12/16/2022,-968.878
12/17/2022,-974.106
12/18/2022,-973.58
12/19/2022,-973.736
12/20/2022,-977.134
12/21/2022,-969.481
12/22/2022,-971.894
12/23/2022,-970.515
12/24/2022,-968.954
12/25/2022,-973.732
12/26/2022,-966.087
12/27/2022,-971.917
12/28/2022,-968.562
12/29/2022,-979.699
12/30/2022,-978.524
12/31/2022,-979.909
1/1/2023,-973.723
1/2/2023,-978.834
1/3/2023,-978.713
1/4/2023,-987.398
1/5/2023,-979.159
1/6/2023,-978.427
1/7/2023,-983.735
1/8/2023,-978.122
1/9/2023,-983.528
1/10/2023,-985.558
1/11/2023,-982.623
1/12/2023,-975.636
1/13/2023,-981.042
1/14/2023,-974.467
1/15/2023,-979.243
1/16/2023,-986.219
1/17/2023,-979.657
1/18/2023,-982.622
1/19/2023,-982.48
1/20/2023,-980.636
1/21/2023,-983.479
1/22/2023,-977.076
1/23/2023,-978.734
1/24/2023,-978.835
1/25/2023,-981.744
1/26/2023,-973.911
1/27/2023,-980.399
1/28/2023,-984.141
1/29/2023,-985.714
1/30/2023,-982.565
1/31/2023,-978.902
2/1/2023,-985.904
2/2/2023,-983.654
2/3/2023,-987.242
2/4/2023,-986.029
2/5/2023,-987.964
2/6/2023,-985.889
2/7/2023,-987.339
