id,lat,lon,value
291,27.63877848,85.33050267,-34.4792
292,27.63977847,85.33250267,-33.0837
293,27.63677848,85.33950266,-47.6668
294,27.63877848,85.34450266,-58.0868
295,27.63877848,85.35050265,-60.6607
296,27.63877848,85.35350265,-58.7051
297,27.63877848,85.35750265,-45.0664
298,27.63877848,85.36350264,-29.849
299,27.63677848,85.36750264,-20.6735
300,27.63877848,85.37350263,-12.4055
301,27.63877848,85.37750263,-5.87261
302,27.63877848,85.38350263,1.38272
303,27.63877848,85.38750262,3.3948
304,27.63777848,85.39650262,5.77488
305,27.63777848,85.39750262,4.42862
306,27.63977847,85.40450261,8.36154
307,27.63877848,85.41150261,5.62323
308,27.63977847,85.4135026,1.89775
309,27.63677848,85.4215026,6.80653
310,27.63677848,85.43250259,4.55672
311,27.63977847,85.43350259,4.81027
312,27.63977847,85.43850259,8.86905
313,27.63677848,85.47550256,5.41596
314,27.63777848,85.47950255,5.90652
315,27.63877848,85.48650255,4.95624
316,27.64177847,85.27350271,-0.278797
317,27.64077847,85.28050271,-1.93938
318,27.64177847,85.2835027,-4.6727
319,27.64177847,85.2885027,-7.25606
320,27.64077847,85.2925027,-6.01437
321,27.64477847,85.29950269,-6.59153
322,27.64477847,85.30450269,-27.6041
323,27.64477847,85.30650269,-24.7387
324,27.64377847,85.31550268,-44.134
325,27.64477847,85.31850268,-56.635
326,27.64477847,85.32250267,-37.104
327,27.64077847,85.32950267,-40.1567
328,27.64477847,85.33550266,-35.4564
329,27.64477847,85.33950266,-68.7676
330,27.64477847,85.34550266,-88.4144
331,27.64477847,85.35050265,-87.9705
332,27.64477847,85.35550265,-94.8164
333,27.64477847,85.35750265,-88.9265
334,27.64477847,85.36650264,-54.7642
335,27.64477847,85.36850264,-63.1778
336,27.64477847,85.37350263,-38.6031
337,27.64477847,85.37750263,-20.6363
338,27.64477847,85.38350263,-9.62107
339,27.64477847,85.38750262,-5.27095
340,27.64477847,85.39350262,1.9676
341,27.64477847,85.39850262,4.40683
342,27.64177847,85.40650261,7.21487
343,27.64377847,85.41250261,4.66235
344,27.64377847,85.4155026,7.10996
345,27.64377847,85.4185026,6.61164
346,27.64377847,85.43150259,5.96668
347,27.64177847,85.43350259,7.33839
348,27.64177847,85.44050258,10.762
349,27.64377847,85.45650257,6.88267
350,27.64177847,85.45950257,4.57576
351,27.64077847,85.46750256,6.56459
352,27.64377847,85.47050256,5.8827
353,27.64277847,85.47650256,7.73146
354,27.64477847,85.48350255,6.23132
355,27.64477847,85.48650255,4.68741
356,27.64677847,85.26850272,6.20159
357,27.64877847,85.27350271,2.18265
358,27.64577847,85.28050271,3.10046
359,27.64577847,85.2855027,-2.94111
360,27.64577847,85.2875027,-7.47671
361,27.64877847,85.2935027,-7.75362
362,27.64677847,85.29950269,-9.40505
363,27.64777847,85.30550269,-34.3228
364,27.64777847,85.30650269,-33.3086
365,27.64577847,85.31550268,-47.8836
366,27.64777847,85.31950268,-62.9428
367,27.64777847,85.32250267,-57.6886
368,27.64777847,85.32650267,-33.3305
369,27.64877847,85.33550266,-37.3548
370,27.64777847,85.33950266,-74.8662
371,27.64777847,85.34450266,-94.6803
372,27.64777847,85.34950265,-91.6395
373,27.64777847,85.35650265,-95.3992
374,27.64777847,85.35750265,-94.6462
375,27.64877847,85.36650264,-78.6128
376,27.64877847,85.36950264,-86.2204
377,27.64777847,85.37350263,-47.5872
378,27.64777847,85.37750263,-26.5039
379,27.64777847,85.38350263,-15.5716
380,27.64777847,85.38850262,-10.4811
381,27.64877847,85.39350262,-1.69458
382,27.64877847,85.40150261,2.28137
383,27.64777847,85.40250261,3.21537
384,27.64677847,85.41050261,3.904
385,27.64877847,85.4145026,1.93385
386,27.64577847,85.4195026,3.34298
387,27.64777847,85.43150259,4.55165
388,27.64777847,85.43350259,4.34318
389,27.64677847,85.43850259,5.95049
390,27.64877847,85.44350258,3.18746
391,27.64577847,85.44950258,4.42866
392,27.64877847,85.45350257,2.69646
393,27.64677847,85.45950257,4.55455
394,27.64877847,85.46350257,6.32588
395,27.64677847,85.47150256,3.08635
396,27.64777847,85.47750256,2.96347
397,27.64877847,85.48350255,4.4057
398,27.64577847,85.48450255,2.56193
399,27.65277846,85.26950271,0.579751
400,27.65377846,85.27250271,0.166922
401,27.65377846,85.27850271,-3.21122
402,27.65377846,85.2835027,-4.10551
403,27.64977847,85.2895027,-4.91887
404,27.65077847,85.2935027,-5.59947
405,27.64977847,85.29950269,-10.6871
406,27.65077847,85.30450269,-36.143
407,27.65077847,85.30650269,-32.9946
408,27.65277846,85.31550268,-52.6327
409,27.65377846,85.31950268,-77.3574
410,27.65377846,85.32550267,-87.2458
411,27.65377846,85.32650267,-83.6762
412,27.65377846,85.33550266,-52.0816
413,27.65277846,85.33950266,-83.6626
414,27.65377846,85.34550266,-102.267
415,27.65377846,85.34750265,-103.835
416,27.65377846,85.35350265,-100.497
417,27.65277846,85.35750265,-97.7133
418,27.65377846,85.36450264,-79.7578
419,27.64977847,85.36850264,-86.9892
420,27.65277846,85.37350263,-51.1754
421,27.65377846,85.37750263,-39.0581
422,27.65377846,85.38350263,-25.755
423,27.65377846,85.39150262,-19.5762
424,27.65277846,85.39350262,-12.7253
425,27.65277846,85.39750262,-2.32023
426,27.65177847,85.40250261,1.07439
427,27.65377846,85.40750261,4.08248
428,27.65077847,85.4165026,4.84489
429,27.65377846,85.4185026,5.02267
430,27.65177847,85.4245026,2.58953
431,27.64977847,85.42950259,1.82119
432,27.65377846,85.43650259,2.2266
433,27.65377846,85.44150258,3.20615
434,27.65177847,85.44650258,-0.709652
435,27.65377846,85.44950258,-0.263341
436,27.65077847,85.45350257,0.845736
437,27.65177847,85.45850257,4.53772
438,27.65277846,85.46450257,5.35924
439,27.65377846,85.47150256,0.42402
440,27.65277846,85.47350256,-1.17989
441,27.65377846,85.48150255,-0.0436536
442,27.65177847,85.48450255,2.73061
443,27.65777846,85.24850273,5.98733
444,27.65677846,85.26350272,0.895617
445,27.65577846,85.26850272,-2.63985
446,27.65777846,85.27350271,-4.29228
447,27.65677846,85.28050271,-8.65725
448,27.65677846,85.28150271,-9.01939
449,27.65777846,85.2865027,-6.86851
450,27.65777846,85.2915027,-0.55469
451,27.65477846,85.29950269,-5.16855
452,27.65477846,85.30550269,-22.3137
453,27.65477846,85.30650269,-18.2713
454,27.65677846,85.31550268,-59.2048
455,27.65777846,85.31950268,-88.7843
456,27.65777846,85.32150267,-94.9669
457,27.65677846,85.32650267,-89.006
458,27.65477846,85.33550266,-54.6628
459,27.65477846,85.33950266,-78.727
460,27.65677846,85.34550266,-103.32
461,27.65677846,85.34850265,-105.708
462,27.65477846,85.35350265,-100.246
463,27.65577846,85.35750265,-97.8623
464,27.65677846,85.36450264,-85.1922
465,27.65677846,85.36750264,-79.2444
466,27.65777846,85.37350263,-54.8634
467,27.65677846,85.37750263,-45.2476
468,27.65677846,85.38650262,-30.3283
469,27.65677846,85.38750262,-32.1059
470,27.65577846,85.39350262,-15.5591
471,27.65677846,85.39750262,-4.5574
472,27.65477846,85.40250261,1.41635
473,27.65477846,85.40950261,3.29934
474,27.65677846,85.4165026,2.8113
475,27.65577846,85.4205026,2.41037
476,27.65677846,85.42750259,2.79283
477,27.65777846,85.42950259,0.749101
478,27.65777846,85.43650259,-1.91398
479,27.65677846,85.44250258,-1.00822
480,27.65777846,85.44450258,-2.31338
481,27.65477846,85.44850258,-0.771009
482,27.65577846,85.45450257,1.59137
483,27.65677846,85.45850257,2.86094
484,27.65677846,85.46650256,1.07445
485,27.65577846,85.47250256,-4.22544
486,27.65677846,85.47450256,-4.47555
487,27.65777846,85.48150255,0.329916
488,27.65677846,85.48650255,5.48311
489,27.66277846,85.24750273,3.94344
490,27.65877846,85.25450273,5.10479
491,27.65877846,85.25550273,2.92971
492,27.65977846,85.26450272,1.38063
493,27.65877846,85.26950271,-0.853541
494,27.66177846,85.27450271,-4.51962
495,27.65977846,85.28050271,-7.95673
496,27.65977846,85.28150271,-12.767
497,27.65977846,85.2865027,-3.92988
498,27.65977846,85.2915027,-1.31183
499,27.66277846,85.29950269,0.952371
500,27.65977846,85.30550269,-4.87516
501,27.66077846,85.30950268,-16.0783
502,27.65977846,85.31550268,-65.8639
503,27.65977846,85.31950268,-90.0384
504,27.65877846,85.32350267,-96.1615
505,27.65877846,85.32650267,-89.9981
506,27.66277846,85.33550266,-68.6968
507,27.66277846,85.33950266,-97.9974
508,27.66277846,85.34350266,-107.675
509,27.65977846,85.34750265,-106.877
510,27.65977846,85.35350265,-97.3146
511,27.65977846,85.35750265,-94.0732
512,27.65977846,85.36350264,-80.5074
513,27.66277846,85.36750264,-76.3983
514,27.66277846,85.37350263,-65.599
515,27.66277846,85.37750263,-64.7099
516,27.66277846,85.38350263,-44.5739
517,27.66177846,85.38950262,-38.7799
518,27.66177846,85.39350262,-15.0897
519,27.66177846,85.39750262,-5.37675
520,27.65877846,85.40350261,3.33897
521,27.66277846,85.40750261,6.05342
522,27.66177846,85.4175026,3.25042
523,27.66277846,85.4215026,-1.29438
524,27.66277846,85.4235026,-2.92472
525,27.66277846,85.43250259,-2.24637
526,27.66277846,85.43750259,-4.56435
527,27.66277846,85.43950258,-4.72312
528,27.66077846,85.44350258,-4.18124
529,27.66177846,85.45050258,-2.89692
530,27.66277846,85.45550257,-0.861472
531,27.66177846,85.46250257,-0.445362
532,27.65977846,85.46650256,-2.89331
533,27.65977846,85.47250256,-4.57296
534,27.65877846,85.47350256,-1.86065
535,27.65877846,85.47950255,-0.0442005
536,27.65877846,85.48550255,3.80961
537,27.66677845,85.23750274,3.71526
538,27.66677845,85.24150274,6.50128
539,27.66377846,85.24750273,3.74017
540,27.66577845,85.25350273,5.64646
541,27.66577845,85.25950272,2.89251
542,27.66577845,85.26450272,1.49536
543,27.66377846,85.26850272,-0.0910655
544,27.66377846,85.27450271,-3.1518
545,27.66377846,85.27950271,-4.21679
546,27.66377846,85.2825027,-5.28636
547,27.66477846,85.2865027,-1.34744
548,27.66477846,85.29550269,0.291936
549,27.66377846,85.30050269,0.226595
550,27.66577845,85.30550269,-6.75213
551,27.66577845,85.30950268,-21.46
552,27.66377846,85.31550268,-61.8802
553,27.66377846,85.31950268,-81.2875
554,27.66577845,85.32450267,-95.1424
555,27.66577845,85.32650267,-91.4653
556,27.66577845,85.33550266,-69.8592
557,27.66377846,85.33950266,-97.5065
558,27.66377846,85.34250266,-107.588
559,27.66377846,85.34850265,-96.8094
560,27.66377846,85.35350265,-87.2431
561,27.66377846,85.35750265,-82.2482
562,27.66577845,85.36650264,-88.3452
563,27.66577845,85.36750264,-89.4811
564,27.66577845,85.37350263,-78.8958
565,27.66477846,85.37750263,-67.2735
566,27.66377846,85.38350263,-36.4786
567,27.66377846,85.38950262,-33.3044
568,27.66377846,85.39350262,-9.12073
569,27.66377846,85.39750262,0.956863
570,27.66577845,85.40650261,2.34145
571,27.66577845,85.41050261,0.112073
572,27.66577845,85.4175026,-7.7058
573,27.66577845,85.4185026,-8.4981
574,27.66577845,85.4245026,-5.68064
575,27.66577845,85.42850259,-5.18389
576,27.66577845,85.43650259,-5.01862
577,27.66477846,85.44050258,-5.511
578,27.66677845,85.44550258,-4.24828
579,27.66677845,85.45250257,-5.45282
580,27.66677845,85.45650257,-4.39966
581,27.66577845,85.45950257,-2.81222
582,27.66377846,85.46450257,-0.0781563
583,27.66477846,85.46850256,1.82468
584,27.66477846,85.47550256,0.808396
585,27.66377846,85.48050255,1.44134
586,27.66577845,85.48450255,5.68413
587,27.67177845,85.23750274,5.47887
588,27.67177845,85.24450273,5.74348
589,27.67177845,85.24850273,2.18931
590,27.67177845,85.25450273,-3.35667
591,27.67177845,85.25850272,-6.25402
592,27.67177845,85.26350272,-5.62104
593,27.67177845,85.26650272,-4.07996
594,27.66877845,85.27050271,-0.347246
595,27.66877845,85.27850271,-0.700585
596,27.66877845,85.28150271,-0.0730609
597,27.67177845,85.2895027,-1.58962
598,27.67177845,85.29550269,-3.72589
599,27.67177845,85.29850269,-4.43181
600,27.67177845,85.30550269,-26.4581
601,27.67177845,85.31050268,-55.1449
602,27.66777845,85.31550268,-53.8759
603,27.67077845,85.31950268,-87.0113
604,27.67177845,85.32450267,-114.525
605,27.67177845,85.32650267,-113.397
606,27.67077845,85.33250267,-95.2992
607,27.66877845,85.33950266,-77.0519
608,27.66877845,85.34150266,-81.0566
609,27.66877845,85.34850265,-62.0503
610,27.67177845,85.35650265,-52.1708
611,27.67177845,85.36150264,-71.4074
612,27.66777845,85.36650264,-97.2731
613,27.66777845,85.36950264,-98.7901
614,27.66877845,85.37350263,-86.2576
615,27.66777845,85.37750263,-68.0588
616,27.67177845,85.38350263,-15.4046
617,27.67177845,85.38750262,-6.68314
618,27.66877845,85.39250262,-5.698
619,27.67177845,85.39750262,-3.00386
620,27.66977845,85.40650261,-3.21991
621,27.67177845,85.41050261,-6.32967
622,27.67177845,85.4175026,-21.6066
623,27.67177845,85.4185026,-22.1014
624,27.67177845,85.42750259,-18.0164
625,27.67177845,85.42950259,-20.2899
626,27.67177845,85.43350259,-18.2948
627,27.67177845,85.43850259,-9.4072
628,27.66877845,85.44450258,-4.7036
629,27.67177845,85.44850258,-5.47204
630,27.66877845,85.45450257,-4.32511
631,27.66977845,85.45850257,-1.81962
632,27.67177845,85.46450257,0.390707
633,27.66777845,85.46850256,0.944726
634,27.67077845,85.47550256,1.36885
635,27.66977845,85.48350255,2.07147
636,27.67077845,85.48650255,0.373498
637,27.67477845,85.23950274,4.84605
638,27.67477845,85.24450273,1.07512
639,27.67477845,85.24950273,-3.08569
640,27.67377845,85.25450273,-6.9711
641,27.67577845,85.25850272,-9.26976
642,27.67477845,85.26050272,-11.261
643,27.67477845,85.26550272,-6.91308
644,27.67377845,85.27150271,1.017
645,27.67277845,85.27550271,2.94752
646,27.67477845,85.2855027,-2.44599
647,27.67477845,85.2875027,-4.63077
648,27.67577845,85.2925027,-5.64674
649,27.67577845,85.29950269,-10.2019
650,27.67477845,85.30550269,-41.0045
651,27.67477845,85.30850268,-58.9347
652,27.67277845,85.31250268,-46.2909
653,27.67377845,85.31950268,-88.0392
654,27.67277845,85.32450267,-113.704
655,27.67277845,85.32650267,-112.051
656,27.67277845,85.33250267,-89.6646
657,27.67277845,85.33650266,-62.2801
658,27.67577845,85.34450266,-84.8889
659,27.67477845,85.34850265,-70.3297
660,27.67377845,85.35650265,-59.6034
661,27.67577845,85.36150264,-84.0838
662,27.67477845,85.36650264,-88.0721
663,27.67477845,85.37150264,-98.1367
664,27.67377845,85.37250264,-95.7814
665,27.67577845,85.37750263,-79.0419
666,27.67477845,85.38350263,-28.887
667,27.67477845,85.38750262,-15.8698
668,27.67477845,85.39350262,-9.75438
669,27.67477845,85.39750262,-7.4058
670,27.67477845,85.40650261,-5.83157
671,27.67477845,85.41050261,-8.12766
672,27.67277845,85.4155026,-17.7276
673,27.67277845,85.4185026,-16.5231
674,27.67277845,85.42750259,-15.8928
675,27.67277845,85.43150259,-21.3582
676,27.67477845,85.43550259,-22.9523
677,27.67477845,85.43850259,-17.2494
678,27.67577845,85.44450258,-5.82323
679,27.67277845,85.45050258,-5.0373
680,27.67477845,85.45550257,-3.9579
681,27.67577845,85.46250257,-1.68946
682,27.67577845,85.46450257,-4.46553
683,27.67377845,85.47150256,0.727755
684,27.67577845,85.47650256,-0.0589346
685,27.67377845,85.48050255,-1.24256
686,27.67577845,85.48450255,0.671302
687,27.68077844,85.23850274,-0.858114
688,27.68077844,85.24350273,-8.27952
689,27.68077844,85.24550273,-7.21325
690,27.68077844,85.25050273,-6.33341
691,27.67777845,85.25850272,-9.06544
692,27.67777845,85.26150272,-11.2398
693,27.67677845,85.26550272,-6.89913
694,27.67677845,85.27150271,2.74849
695,27.68077844,85.28050271,-13.515
696,27.67977844,85.28150271,-12.3872
697,27.68077844,85.2885027,-10.5339
698,27.67677845,85.2915027,-5.45172
699,27.67777845,85.29950269,-13.3726
700,27.67677845,85.30550269,-54.0993
701,27.67677845,85.30850268,-63.7806
702,27.68077844,85.31550268,-62.6383
703,27.67777845,85.31950268,-72.9143
704,27.67777845,85.32450267,-85.7353
705,27.67777845,85.32650267,-80.1773
706,27.67777845,85.33250267,-47.8371
707,27.67677845,85.33950266,-68.8514
708,27.67677845,85.34650266,-84.3896
709,27.67777845,85.34850265,-76.053
710,27.67877844,85.35350265,-41.8956
711,27.67777845,85.36050264,-80.6266
712,27.67977844,85.36550264,-92.2674
713,27.67777845,85.36850264,-89.8414
714,27.67777845,85.37350263,-82.1947
715,27.67777845,85.37750263,-73.4781
